doc_id,org,org_full,title,year,lang,topic,doc_type,url,notes
mlp_en_headinjuries,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Head Injuries,2024,en,accidentes,hoja_padres,https://medlineplus.gov/headinjuries.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_en_headlice,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Head Lice,2025,en,piel,hoja_padres,https://medlineplus.gov/headlice.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_en_headache,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Headache,2025,en,neurologia,hoja_padres,https://medlineplus.gov/headache.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_en_heatillness,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Heat Illness,2024,en,accidentes,hoja_padres,https://medlineplus.gov/heatillness.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_en_impetigo,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Impetigo,2025,en,piel,hoja_padres,https://medlineplus.gov/impetigo.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_en_infantandnewborncare,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Infant and Newborn Care,2024,en,recien_nacido,hoja_padres,https://medlineplus.gov/infantandnewborncare.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_en_infantandnewbornnutrition,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Infant and Newborn Nutrition,2023,en,alimentacion,hoja_padres,https://medlineplus.gov/infantandnewbornnutrition.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_es_earinfections,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Infecciones de los oídos,,es,orl,hoja_padres,https://medlineplus.gov/spanish/earinfections.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_en_insectbitesandstings,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Insect Bites and Stings,2026,en,piel,hoja_padres,https://medlineplus.gov/insectbitesandstings.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_es_drugreactions,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Interacciones y efectos secundarios de los medicamentos,,es,alergia,hoja_padres,https://medlineplus.gov/spanish/drugreactions.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-21
mlp_es_breastfeeding,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Lactancia,,es,alimentacion,hoja_padres,https://medlineplus.gov/spanish/breastfeeding.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_es_headinjuries,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Lesiones en la cabeza,,es,accidentes,hoja_padres,https://medlineplus.gov/spanish/headinjuries.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_en_measles,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Measles,2025,en,piel,hoja_padres,https://medlineplus.gov/measles.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_en_meningitis,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Meningitis,2025,en,urgencias,hoja_padres,https://medlineplus.gov/meningitis.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_es_meningitis,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Meningitis,,es,urgencias,hoja_padres,https://medlineplus.gov/spanish/meningitis.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_es_infantandnewbornnutrition,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Nutrición del bebé y del recién nacido,,es,alimentacion,hoja_padres,https://medlineplus.gov/spanish/infantandnewbornnutrition.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_en_pinkeye,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Pink Eye,2017,en,general,hoja_padres,https://medlineplus.gov/pinkeye.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_en_pinworms,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Pinworms,2024,en,digestivo,hoja_padres,https://medlineplus.gov/pinworms.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_en_pneumonia,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Pneumonia,2023,en,respiratorio,hoja_padres,https://medlineplus.gov/pneumonia.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_en_poisoning,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Poisoning,2018,en,intoxicacion,hoja_padres,https://medlineplus.gov/poisoning.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_es_burns,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Quemaduras,,es,accidentes,hoja_padres,https://medlineplus.gov/spanish/burns.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_en_rashes,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Rashes,2025,en,piel,hoja_padres,https://medlineplus.gov/rashes.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_es_commoncold,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Resfrío,,es,respiratorio,hoja_padres,https://medlineplus.gov/spanish/commoncold.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_es_hayfever,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Rinitis alérgica,,es,alergia,hoja_padres,https://medlineplus.gov/spanish/hayfever.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-21
mlp_es_childrenshealth,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Salud del niño,,es,crianza,hoja_padres,https://medlineplus.gov/spanish/childrenshealth.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_es_toddlerhealth,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Salud del niño pequeño,,es,crianza,hoja_padres,https://medlineplus.gov/spanish/toddlerhealth.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_es_teenmentalhealth,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Salud mental del adolescente,,es,salud_mental,hoja_padres,https://medlineplus.gov/spanish/teenmentalhealth.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_es_measles,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Sarampión,,es,piel,hoja_padres,https://medlineplus.gov/spanish/measles.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_es_childsafety,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Seguridad del niño,,es,accidentes,hoja_padres,https://medlineplus.gov/spanish/childsafety.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_en_seizures,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Seizures,2017,en,neurologia,hoja_padres,https://medlineplus.gov/seizures.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_en_selfharm,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Self-Harm,2026,en,salud_mental,hoja_padres,https://medlineplus.gov/selfharm.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_en_sorethroat,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Sore Throat,2025,en,orl,hoja_padres,https://medlineplus.gov/sorethroat.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_en_suicide,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Suicide,2024,en,salud_mental,hoja_padres,https://medlineplus.gov/suicide.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_en_sunexposure,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Sun Exposure,2026,en,piel,hoja_padres,https://medlineplus.gov/sunexposure.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_en_teenmentalhealth,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Teen Mental Health,2024,en,salud_mental,hoja_padres,https://medlineplus.gov/teenmentalhealth.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_en_toddlerhealth,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Toddler Health,2023,en,crianza,hoja_padres,https://medlineplus.gov/toddlerhealth.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_en_urinarytractinfections,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Urinary Tract Infections,2025,en,general,hoja_padres,https://medlineplus.gov/urinarytractinfections.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_es_hives,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Urticaria,,es,alergia,hoja_padres,https://medlineplus.gov/spanish/hives.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-21
mlp_es_childhoodvaccines,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Vacunas para los niños,,es,vacunas,hoja_padres,https://medlineplus.gov/spanish/childhoodvaccines.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-11
mlp_es_chickenpox,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Varicela,,es,piel,hoja_padres,https://medlineplus.gov/spanish/chickenpox.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
mlp_en_whoopingcough,MedlinePlus,MedlinePlus (U.S. National Library of Medicine),Whooping Cough,2024,en,respiratorio,hoja_padres,https://medlineplus.gov/whoopingcough.html,licence: Public domain (U.S. Government work; health-topic summaries); fetched 2026-09-02
msan_calendario_vacunacion_2025,Ministerio de Sanidad,Ministerio de Sanidad (España) — Consejo Interterritorial del SNS,Calendario común de vacunación e inmunización a lo largo de toda la vida. Calendario recomendado año 2025,2025,es,vacunas,calendario,,
govbr_pt_aedes_aegypti,Ministério da Saúde,Ministério da Saúde (Brasil),Aedes aegypti,,pt,fiebre,hoja_padres,https://www.gov.br/saude/pt-br/assuntos/saude-de-a-a-z/aedes-aegypti,"licence: CC BY-ND 3.0 (Atribuição-SemDerivações, Não Adaptada); fetched 2026-09-11"
govbr_pt_caxumba,Ministério da Saúde,Ministério da Saúde (Brasil),Caxumba,,pt,general,hoja_padres,https://www.gov.br/saude/pt-br/assuntos/saude-de-a-a-z/caxumba,"licence: CC BY-ND 3.0 (Atribuição-SemDerivações, Não Adaptada); fetched 2026-09-11"
govbr_pt_chikungunya,Ministério da Saúde,Ministério da Saúde (Brasil),Chikungunya,,pt,fiebre,hoja_padres,https://www.gov.br/saude/pt-br/assuntos/saude-de-a-a-z/chikungunya,"licence: CC BY-ND 3.0 (Atribuição-SemDerivações, Não Adaptada); fetched 2026-09-11"
govbr_pt_coqueluche,Ministério da Saúde,Ministério da Saúde (Brasil),Coqueluche,,pt,respiratorio,hoja_padres,https://www.gov.br/saude/pt-br/assuntos/saude-de-a-a-z/coqueluche,"licence: CC BY-ND 3.0 (Atribuição-SemDerivações, Não Adaptada); fetched 2026-09-11"
govbr_pt_dengue,Ministério da Saúde,Ministério da Saúde (Brasil),Dengue,,pt,fiebre,hoja_padres,https://www.gov.br/saude/pt-br/assuntos/saude-de-a-a-z/dengue,"licence: CC BY-ND 3.0 (Atribuição-SemDerivações, Não Adaptada); fetched 2026-09-11"
govbr_pt_febre_amarela,Ministério da Saúde,Ministério da Saúde (Brasil),Febre amarela,,pt,fiebre,hoja_padres,https://www.gov.br/saude/pt-br/assuntos/saude-de-a-a-z/febre-amarela,"licence: CC BY-ND 3.0 (Atribuição-SemDerivações, Não Adaptada); fetched 2026-09-11"
govbr_pt_hepatites_virais,Ministério da Saúde,Ministério da Saúde (Brasil),Hepatites Virais,,pt,digestivo,hoja_padres,https://www.gov.br/saude/pt-br/assuntos/saude-de-a-a-z/hepatites-virais,"licence: CC BY-ND 3.0 (Atribuição-SemDerivações, Não Adaptada); fetched 2026-09-11"
govbr_pt_meningite,Ministério da Saúde,Ministério da Saúde (Brasil),Meningite,,pt,neurologia,hoja_padres,https://www.gov.br/saude/pt-br/assuntos/saude-de-a-a-z/meningite,"licence: CC BY-ND 3.0 (Atribuição-SemDerivações, Não Adaptada); fetched 2026-09-11"
govbr_pt_poliomielite,Ministério da Saúde,Ministério da Saúde (Brasil),Poliomielite,,pt,vacunas,hoja_padres,https://www.gov.br/saude/pt-br/assuntos/saude-de-a-a-z/poliomielite,"licence: CC BY-ND 3.0 (Atribuição-SemDerivações, Não Adaptada); fetched 2026-09-11"
govbr_pt_raiva,Ministério da Saúde,Ministério da Saúde (Brasil),Raiva,,pt,accidentes,hoja_padres,https://www.gov.br/saude/pt-br/assuntos/saude-de-a-a-z/raiva,"licence: CC BY-ND 3.0 (Atribuição-SemDerivações, Não Adaptada); fetched 2026-09-11"
govbr_pt_rubeola,Ministério da Saúde,Ministério da Saúde (Brasil),Rubéola,,pt,piel,hoja_padres,https://www.gov.br/saude/pt-br/assuntos/saude-de-a-a-z/rubeola,"licence: CC BY-ND 3.0 (Atribuição-SemDerivações, Não Adaptada); fetched 2026-09-11"
govbr_pt_sarampo,Ministério da Saúde,Ministério da Saúde (Brasil),Sarampo,,pt,piel,hoja_padres,https://www.gov.br/saude/pt-br/assuntos/saude-de-a-a-z/sarampo,"licence: CC BY-ND 3.0 (Atribuição-SemDerivações, Não Adaptada); fetched 2026-09-11"
govbr_pt_tuberculose,Ministério da Saúde,Ministério da Saúde (Brasil),Tuberculose,,pt,respiratorio,hoja_padres,https://www.gov.br/saude/pt-br/assuntos/saude-de-a-a-z/tuberculose,"licence: CC BY-ND 3.0 (Atribuição-SemDerivações, Não Adaptada); fetched 2026-09-11"
govbr_pt_vacinacao,Ministério da Saúde,Ministério da Saúde (Brasil),Vacinação,,pt,vacunas,hoja_padres,https://www.gov.br/saude/pt-br/assuntos/saude-de-a-a-z/vacinacao,"licence: CC BY-ND 3.0 (Atribuição-SemDerivações, Não Adaptada); fetched 2026-09-11"
nhm_in_hbnc_guidelines,NHM,"National Health Mission, Ministry of Health & Family Welfare, Government of India",Home-Based Newborn Care — operational guidelines (revised 2014),2014,en,recien_nacido,guia_clinica,,
nhm_in_imnci_chart_booklet,NHM,"National Health Mission, Ministry of Health & Family Welfare, Government of India",IMNCI chart booklet — Integrated Management of Neonatal and Childhood Illness,2023,en,urgencias,guia_clinica,,
nhs_en_allergic_rhinitis,NHS,"NHS (National Health Service, England)",Allergic rhinitis,2026,en,alergia,hoja_padres,https://www.nhs.uk/conditions/allergic-rhinitis/,licence: Open Government Licence v3.0; fetched 2026-09-21
nhs_en_allergies,NHS,"NHS (National Health Service, England)",Allergies,2026,en,alergia,hoja_padres,https://www.nhs.uk/conditions/allergies/,licence: Open Government Licence v3.0; fetched 2026-09-21
nhs_en_anaphylaxis,NHS,"NHS (National Health Service, England)",Anaphylaxis,2023,en,alergia,hoja_padres,https://www.nhs.uk/conditions/anaphylaxis/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_asthma,NHS,"NHS (National Health Service, England)",Asthma,2024,en,respiratorio,hoja_padres,https://www.nhs.uk/conditions/asthma/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_atopic_eczema,NHS,"NHS (National Health Service, England)",Atopic eczema,2024,en,piel,hoja_padres,https://www.nhs.uk/conditions/atopic-eczema/,licence: Open Government Licence v3.0; fetched 2026-09-21
nhs_en_baby_teething_symptoms,NHS,"NHS (National Health Service, England)",Baby teething symptoms,2026,en,lactante,hoja_padres,https://www.nhs.uk/baby/babys-development/teething/baby-teething-symptoms/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_bedwetting,NHS,"NHS (National Health Service, England)",Bedwetting in children,2023,en,desarrollo,hoja_padres,https://www.nhs.uk/symptoms/bedwetting/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_broken_arm_or_wrist,NHS,"NHS (National Health Service, England)",Broken arm or wrist,2023,en,accidentes,hoja_padres,https://www.nhs.uk/conditions/broken-arm-or-wrist/,licence: Open Government Licence v3.0; fetched 2026-09-21
nhs_en_broken_finger,NHS,"NHS (National Health Service, England)",Broken finger or thumb,2025,en,accidentes,hoja_padres,https://www.nhs.uk/conditions/broken-finger/,licence: Open Government Licence v3.0; fetched 2026-09-21
nhs_en_bronchiolitis,NHS,"NHS (National Health Service, England)",Bronchiolitis,2026,en,respiratorio,hoja_padres,https://www.nhs.uk/conditions/bronchiolitis/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_burns_and_scalds,NHS,"NHS (National Health Service, England)",Burns and scalds,2026,en,accidentes,hoja_padres,https://www.nhs.uk/conditions/burns-and-scalds/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_caring_for_a_newborn,NHS,"NHS (National Health Service, England)",Caring for a newborn baby,,en,recien_nacido,hoja_padres,https://www.nhs.uk/baby/caring-for-a-newborn/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_chickenpox,NHS,"NHS (National Health Service, England)",Chickenpox,2025,en,piel,hoja_padres,https://www.nhs.uk/conditions/chickenpox/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_colic,NHS,"NHS (National Health Service, England)",Colic,2022,en,lactante,hoja_padres,https://www.nhs.uk/conditions/colic/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_conjunctivitis,NHS,"NHS (National Health Service, England)",Conjunctivitis,2024,en,general,hoja_padres,https://www.nhs.uk/conditions/conjunctivitis/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_constipation,NHS,"NHS (National Health Service, England)",Constipation,2026,en,digestivo,hoja_padres,https://www.nhs.uk/conditions/constipation/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_cradle_cap,NHS,"NHS (National Health Service, England)",Cradle cap,2025,en,piel,hoja_padres,https://www.nhs.uk/conditions/cradle-cap/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_croup,NHS,"NHS (National Health Service, England)",Croup,2025,en,respiratorio,hoja_padres,https://www.nhs.uk/conditions/croup/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_dehydration,NHS,"NHS (National Health Service, England)",Dehydration,2026,en,digestivo,hoja_padres,https://www.nhs.uk/conditions/dehydration/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_diarrhoea_and_vomiting,NHS,"NHS (National Health Service, England)",Diarrhoea and vomiting,2023,en,digestivo,hoja_padres,https://www.nhs.uk/symptoms/diarrhoea-and-vomiting/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_ear_infections,NHS,"NHS (National Health Service, England)",Ear infections,2025,en,orl,hoja_padres,https://www.nhs.uk/conditions/ear-infections/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_eye_injuries,NHS,"NHS (National Health Service, England)",Eye injuries,2026,en,accidentes,hoja_padres,https://www.nhs.uk/conditions/eye-injuries/,licence: Open Government Licence v3.0; fetched 2026-09-21
nhs_en_febrile_seizures,NHS,"NHS (National Health Service, England)",Febrile seizures,2023,en,neurologia,hoja_padres,https://www.nhs.uk/conditions/febrile-seizures/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_flu,NHS,"NHS (National Health Service, England)",Flu,2026,en,respiratorio,hoja_padres,https://www.nhs.uk/conditions/flu/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_food_allergies_in_babies_and_young_children,NHS,"NHS (National Health Service, England)",Food allergies in babies and young children,2024,en,alergia,hoja_padres,https://www.nhs.uk/baby/weaning-and-feeding/food-allergies-in-babies-and-young-children/,licence: Open Government Licence v3.0; fetched 2026-09-21
nhs_en_food_allergy,NHS,"NHS (National Health Service, England)",Food allergy,2026,en,alergia,hoja_padres,https://www.nhs.uk/conditions/food-allergy/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_foods_to_avoid_giving_babies_and_young_children,NHS,"NHS (National Health Service, England)",Foods to avoid giving babies and young children,2026,en,alimentacion,hoja_padres,https://www.nhs.uk/baby/weaning-and-feeding/foods-to-avoid-giving-babies-and-young-children/,licence: Open Government Licence v3.0; fetched 2026-09-21
nhs_en_glue_ear,NHS,"NHS (National Health Service, England)",Glue ear,2024,en,orl,hoja_padres,https://www.nhs.uk/conditions/glue-ear/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_growing_pains,NHS,"NHS (National Health Service, England)",Growing pains,2026,en,general,hoja_padres,https://www.nhs.uk/conditions/growing-pains/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_hair_loss,NHS,"NHS (National Health Service, England)",Hair loss,2024,en,piel,hoja_padres,https://www.nhs.uk/symptoms/hair-loss/,licence: Open Government Licence v3.0; fetched 2026-09-21
nhs_en_hand_foot_mouth_disease,NHS,"NHS (National Health Service, England)","Hand, foot and mouth disease",2024,en,piel,hoja_padres,https://www.nhs.uk/conditions/hand-foot-mouth-disease/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_hay_fever,NHS,"NHS (National Health Service, England)",Hay fever,2025,en,alergia,hoja_padres,https://www.nhs.uk/conditions/hay-fever/,licence: Open Government Licence v3.0; fetched 2026-09-21
nhs_en_head_injury_and_concussion,NHS,"NHS (National Health Service, England)",Head injury and concussion,2025,en,accidentes,hoja_padres,https://www.nhs.uk/conditions/head-injury-and-concussion/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_head_lice_and_nits,NHS,"NHS (National Health Service, England)",Head lice and nits,2024,en,piel,hoja_padres,https://www.nhs.uk/conditions/head-lice-and-nits/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_headaches_in_children,NHS,"NHS (National Health Service, England)",Headaches,2024,en,neurologia,hoja_padres,https://www.nhs.uk/conditions/headaches-in-children/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_heat_exhaustion_heatstroke,NHS,"NHS (National Health Service, England)",Heat exhaustion and heatstroke,2026,en,accidentes,hoja_padres,https://www.nhs.uk/conditions/heat-exhaustion-heatstroke/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_helping_your_baby_to_sleep,NHS,"NHS (National Health Service, England)",Helping your baby to sleep,2025,en,desarrollo,hoja_padres,https://www.nhs.uk/baby/caring-for-a-newborn/helping-your-baby-to-sleep/,licence: Open Government Licence v3.0; fetched 2026-09-16
nhs_en_fever_in_children,NHS,"NHS (National Health Service, England)",High temperature (fever) in children,2025,en,fiebre,hoja_padres,https://www.nhs.uk/symptoms/fever-in-children/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_hives,NHS,"NHS (National Health Service, England)",Hives,2024,en,piel,hoja_padres,https://www.nhs.uk/conditions/hives/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_how_to_change_your_babys_nappy,NHS,"NHS (National Health Service, England)",How to change your baby's nappy,2025,en,recien_nacido,hoja_padres,https://www.nhs.uk/baby/caring-for-a-newborn/how-to-change-your-babys-nappy/,licence: Open Government Licence v3.0; fetched 2026-09-16
nhs_en_ibuprofen_for_children,NHS,"NHS (National Health Service, England)","Ibuprofen for children - Brand names: Nurofen for Children, Calprofen, Brufen",,en,medicamentos,hoja_padres,https://www.nhs.uk/medicines/ibuprofen-for-children/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_about_ibuprofen_for_children,NHS,"NHS (National Health Service, England)",Ibuprofen for children - Common brand: Nurofen for children,2025,en,medicamentos,hoja_padres,https://www.nhs.uk/medicines/ibuprofen-for-children/about-ibuprofen-for-children/,licence: Open Government Licence v3.0; fetched 2026-09-16
nhs_en_who_can_and_cannot_take_ibuprofen_for_children,NHS,"NHS (National Health Service, England)",Ibuprofen for children - Common brand: Nurofen for children,2025,en,medicamentos,hoja_padres,https://www.nhs.uk/medicines/ibuprofen-for-children/who-can-and-cannot-take-ibuprofen-for-children/,licence: Open Government Licence v3.0; fetched 2026-09-16
nhs_en_how_and_when_to_give_ibuprofen_for_children,NHS,"NHS (National Health Service, England)",Ibuprofen for children - Common brand: Nurofen for children,2025,en,medicamentos,hoja_padres,https://www.nhs.uk/medicines/ibuprofen-for-children/how-and-when-to-give-ibuprofen-for-children/,licence: Open Government Licence v3.0; fetched 2026-09-16
nhs_en_side_effects_of_ibuprofen_for_children,NHS,"NHS (National Health Service, England)",Ibuprofen for children - Common brand: Nurofen for children,2025,en,medicamentos,hoja_padres,https://www.nhs.uk/medicines/ibuprofen-for-children/side-effects-of-ibuprofen-for-children/,licence: Open Government Licence v3.0; fetched 2026-09-16
nhs_en_taking_ibuprofen_for_children_with_other_medicines_and_herbal_s,NHS,"NHS (National Health Service, England)",Ibuprofen for children - Common brand: Nurofen for children,2025,en,medicamentos,hoja_padres,https://www.nhs.uk/medicines/ibuprofen-for-children/taking-ibuprofen-for-children-with-other-medicines-and-herbal-supplements/,licence: Open Government Licence v3.0; fetched 2026-09-16
nhs_en_common_questions_about_ibuprofen_for_children,NHS,"NHS (National Health Service, England)",Ibuprofen for children - Common brand: Nurofen for children,2025,en,medicamentos,hoja_padres,https://www.nhs.uk/medicines/ibuprofen-for-children/common-questions-about-ibuprofen-for-children/,licence: Open Government Licence v3.0; fetched 2026-09-16
nhs_en_impetigo,NHS,"NHS (National Health Service, England)",Impetigo,2024,en,piel,hoja_padres,https://www.nhs.uk/conditions/impetigo/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_insect_bites_and_stings,NHS,"NHS (National Health Service, England)",Insect bites and stings,2023,en,piel,hoja_padres,https://www.nhs.uk/conditions/insect-bites-and-stings/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_jaundice_in_babies,NHS,"NHS (National Health Service, England)",Jaundice in babies,2026,en,recien_nacido,hoja_padres,https://www.nhs.uk/conditions/jaundice-in-babies/,licence: Open Government Licence v3.0; fetched 2026-09-13
nhs_en_measles,NHS,"NHS (National Health Service, England)",Measles,2025,en,piel,hoja_padres,https://www.nhs.uk/conditions/measles/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_meningitis,NHS,"NHS (National Health Service, England)",Meningitis,2026,en,urgencias,hoja_padres,https://www.nhs.uk/conditions/meningitis/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_molluscum_contagiosum,NHS,"NHS (National Health Service, England)",Molluscum contagiosum,2026,en,piel,hoja_padres,https://www.nhs.uk/conditions/molluscum-contagiosum/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_mumps,NHS,"NHS (National Health Service, England)",Mumps,2025,en,general,hoja_padres,https://www.nhs.uk/conditions/mumps/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_nhs_vaccinations_and_when_to_have_them,NHS,"NHS (National Health Service, England)",NHS vaccinations and when to have them,2023,en,vacunas,hoja_padres,https://www.nhs.uk/vaccinations/nhs-vaccinations-and-when-to-have-them/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_nappy_rash,NHS,"NHS (National Health Service, England)",Nappy rash,2026,en,piel,hoja_padres,https://www.nhs.uk/baby/caring-for-a-newborn/nappy-rash/,licence: Open Government Licence v3.0; fetched 2026-09-16
nhs_en_norovirus,NHS,"NHS (National Health Service, England)",Norovirus (vomiting bug),2024,en,digestivo,hoja_padres,https://www.nhs.uk/conditions/norovirus/,licence: Open Government Licence v3.0; fetched 2026-09-02
nhs_en_nosebleed,NHS,"NHS (National Health Service, England)",Nosebleed,2026,en,accidentes,hoja_padres,https://www.nhs.uk/conditions/nosebleed/,licence: Open Government Licence v3.0; fetched 2026-09-02
